# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	6.734	0.000	0.000	0.000	0.000
60.010	6.747	0.000	0.000	0.048	0.000
60.020	6.762	0.001	0.000	0.095	0.000
60.030	6.776	0.002	0.000	0.141	0.000
60.040	6.790	0.004	0.000	0.187	0.000
60.050	6.800	0.006	0.000	0.232	0.000
60.060	6.807	0.008	0.000	0.276	0.000
60.070	6.809	0.011	0.000	0.320	0.000
60.080	6.808	0.015	0.000	0.362	0.001
60.090	6.803	0.019	0.000	0.403	0.001
60.100	6.795	0.023	0.000	0.443	0.001
60.110	6.786	0.027	0.000	0.482	0.002
60.120	6.776	0.032	0.000	0.519	0.002
60.130	6.767	0.038	0.000	0.555	0.003
60.140	6.758	0.044	0.000	0.589	0.003
60.150	6.750	0.050	0.000	0.623	0.004
60.160	6.743	0.056	0.000	0.655	0.005
60.170	6.736	0.063	0.000	0.685	0.006
60.180	6.730	0.070	0.000	0.714	0.006
60.190	6.723	0.077	0.000	0.742	0.008
60.200	6.715	0.085	0.000	0.768	0.009
60.210	6.704	0.092	0.001	0.793	0.010
60.220	6.692	0.100	0.001	0.816	0.011
60.230	6.678	0.109	0.001	0.837	0.013
60.240	6.663	0.117	0.001	0.857	0.015
60.250	6.647	0.126	0.001	0.875	0.016
60.260	6.632	0.135	0.001	0.892	0.018
60.270	6.620	0.144	0.001	0.907	0.020
60.280	6.611	0.153	0.002	0.921	0.022
60.290	6.607	0.162	0.002	0.933	0.025
60.300	6.609	0.171	0.002	0.944	0.027
60.310	6.617	0.181	0.002	0.953	0.029
60.320	6.630	0.190	0.003	0.961	0.032
60.330	6.649	0.200	0.003	0.968	0.035
60.340	6.672	0.210	0.003	0.974	0.038
60.350	6.697	0.220	0.004	0.979	0.041
60.360	6.722	0.229	0.004	0.983	0.044
60.370	6.745	0.239	0.005	0.985	0.047
60.380	6.764	0.249	0.005	0.987	0.050
60.390	6.777	0.259	0.006	0.987	0.054
60.400	6.783	0.269	0.006	0.986	0.057
60.410	6.782	0.279	0.007	0.983	0.061
60.420	6.773	0.289	0.007	0.980	0.065
60.430	6.757	0.298	0.008	0.975	0.069
60.440	6.734	0.308	0.009	0.969	0.073
60.450	6.707	0.318	0.010	0.962	0.077
60.460	6.676	0.327	0.010	0.953	0.081
60.470	6.644	0.337	0.011	0.942	0.086
60.480	6.612	0.346	0.012	0.931	0.090
60.490	6.581	0.355	0.013	0.917	0.095
60.500	6.554	0.364	0.014	0.903	0.100
60.510	6.529	0.373	0.015	0.887	0.104
60.520	6.508	0.382	0.016	0.870	0.109
60.530	6.491	0.391	0.017	0.852	0.114
