# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	3.818	0.000	0.000	0.000	0.000
60.010	3.824	0.000	0.000	0.017	0.000
60.020	3.831	0.000	0.000	0.033	0.000
60.030	3.838	0.001	0.000	0.049	0.000
60.040	3.845	0.001	0.000	0.065	0.000
60.050	3.850	0.002	0.000	0.081	0.000
60.060	3.853	0.003	0.000	0.097	0.000
60.070	3.854	0.004	0.000	0.113	0.000
60.080	3.853	0.005	0.000	0.128	0.000
60.090	3.851	0.007	0.000	0.143	0.000
60.100	3.847	0.008	0.000	0.157	0.000
60.110	3.843	0.010	0.000	0.171	0.001
60.120	3.838	0.011	0.000	0.185	0.001
60.130	3.834	0.013	0.000	0.198	0.001
60.140	3.829	0.015	0.000	0.211	0.001
60.150	3.826	0.018	0.000	0.224	0.001
60.160	3.822	0.020	0.000	0.236	0.002
60.170	3.819	0.022	0.000	0.247	0.002
60.180	3.816	0.025	0.000	0.259	0.002
60.190	3.813	0.028	0.000	0.269	0.003
60.200	3.809	0.030	0.000	0.279	0.003
60.210	3.804	0.033	0.000	0.289	0.004
60.220	3.798	0.036	0.000	0.298	0.004
60.230	3.792	0.039	0.000	0.307	0.005
60.240	3.784	0.042	0.000	0.315	0.005
60.250	3.777	0.045	0.000	0.322	0.006
60.260	3.770	0.049	0.000	0.329	0.007
60.270	3.764	0.052	0.001	0.336	0.007
60.280	3.760	0.055	0.001	0.342	0.008
60.290	3.758	0.059	0.001	0.347	0.009
60.300	3.759	0.062	0.001	0.352	0.010
60.310	3.763	0.066	0.001	0.356	0.011
60.320	3.769	0.069	0.001	0.360	0.012
60.330	3.778	0.073	0.001	0.363	0.013
60.340	3.789	0.077	0.001	0.366	0.014
60.350	3.801	0.080	0.001	0.369	0.015
60.360	3.812	0.084	0.002	0.371	0.016
60.370	3.823	0.088	0.002	0.373	0.017
60.380	3.832	0.091	0.002	0.374	0.018
60.390	3.839	0.095	0.002	0.375	0.020
60.400	3.842	0.099	0.002	0.375	0.021
60.410	3.841	0.103	0.002	0.375	0.022
60.420	3.837	0.106	0.003	0.374	0.024
60.430	3.829	0.110	0.003	0.373	0.025
60.440	3.818	0.114	0.003	0.371	0.027
60.450	3.805	0.118	0.003	0.369	0.028
60.460	3.791	0.121	0.004	0.366	0.030
60.470	3.775	0.125	0.004	0.363	0.031
60.480	3.760	0.129	0.004	0.359	0.033
60.490	3.746	0.132	0.005	0.354	0.035
60.500	3.733	0.136	0.005	0.349	0.036
60.510	3.721	0.139	0.005	0.344	0.038
60.520	3.711	0.143	0.006	0.338	0.040
60.530	3.703	0.146	0.006	0.332	0.042
60.540	3.696	0.149	0.007	0.325	0.044
60.550	3.690	0.152	0.007	0.318	0.046
60.560	3.685	0.156	0.008	0.310	0.048
60.570	3.681	0.159	0.008	0.302	0.050
