# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	20.675	0.000	0.000	0.000	0.000
60.010	20.731	0.000	0.000	0.049	0.000
60.020	20.794	0.001	0.000	0.099	0.000
60.030	20.858	0.002	0.000	0.148	0.000
60.040	20.915	0.004	0.000	0.197	0.000
60.050	20.960	0.006	0.000	0.246	0.000
60.060	20.989	0.009	0.000	0.294	0.000
60.070	21.001	0.012	0.000	0.342	0.000
60.080	20.995	0.016	0.000	0.389	0.001
60.090	20.974	0.020	0.000	0.436	0.001
60.100	20.941	0.024	0.000	0.481	0.001
60.110	20.901	0.029	0.000	0.525	0.002
60.120	20.859	0.035	0.000	0.568	0.002
60.130	20.817	0.041	0.000	0.610	0.003
60.140	20.778	0.047	0.000	0.651	0.003
60.150	20.744	0.054	0.000	0.690	0.004
60.160	20.714	0.061	0.000	0.729	0.005
60.170	20.687	0.068	0.000	0.765	0.006
60.180	20.660	0.076	0.000	0.801	0.007
60.190	20.629	0.084	0.000	0.835	0.008
60.200	20.593	0.093	0.000	0.868	0.009
60.210	20.549	0.102	0.001	0.899	0.011
60.220	20.496	0.111	0.001	0.928	0.012
60.230	20.435	0.120	0.001	0.956	0.014
60.240	20.369	0.130	0.001	0.982	0.016
60.250	20.301	0.140	0.001	1.006	0.018
60.260	20.237	0.150	0.001	1.028	0.020
60.270	20.184	0.160	0.002	1.049	0.022
60.280	20.146	0.171	0.002	1.068	0.025
60.290	20.129	0.182	0.002	1.085	0.027
60.300	20.137	0.193	0.002	1.101	0.030
60.310	20.171	0.204	0.003	1.116	0.033
60.320	20.231	0.215	0.003	1.129	0.035
60.330	20.313	0.226	0.003	1.141	0.039
60.340	20.411	0.238	0.004	1.151	0.042
60.350	20.518	0.249	0.004	1.161	0.045
60.360	20.626	0.261	0.005	1.169	0.049
60.370	20.726	0.273	0.005	1.176	0.053
60.380	20.808	0.285	0.006	1.181	0.056
60.390	20.865	0.296	0.006	1.186	0.060
60.400	20.893	0.308	0.007	1.188	0.064
60.410	20.888	0.320	0.008	1.190	0.069
60.420	20.849	0.332	0.008	1.189	0.073
60.430	20.779	0.344	0.009	1.188	0.078
60.440	20.681	0.356	0.010	1.184	0.082
60.450	20.563	0.368	0.011	1.179	0.087
60.460	20.431	0.379	0.012	1.171	0.092
60.470	20.292	0.391	0.013	1.162	0.097
60.480	20.154	0.403	0.014	1.150	0.103
60.490	20.023	0.414	0.015	1.137	0.108
60.500	19.903	0.425	0.016	1.121	0.113
60.510	19.798	0.437	0.017	1.104	0.119
60.520	19.708	0.447	0.018	1.085	0.125
60.530	19.632	0.458	0.019	1.064	0.131
60.540	19.570	0.469	0.021	1.042	0.136
60.550	19.519	0.479	0.022	1.019	0.142
60.560	19.475	0.489	0.024	0.994	0.149
60.570	19.436	0.499	0.025	0.967	0.155
60.580	19.401	0.509	0.027	0.940	0.161
60.590	19.368	0.518	0.028	0.911	0.167
60.600	19.337	0.527	0.030	0.882	0.174
60.610	19.310	0.535	0.032	0.851	0.180
60.620	19.288	0.544	0.034	0.819	0.186
60.630	19.275	0.552	0.035	0.787	0.193
60.640	19.272	0.559	0.037	0.754	0.199
60.650	19.282	0.567	0.039	0.720	0.206
60.660	19.307	0.574	0.042	0.686	0.213
60.670	19.345	0.581	0.044	0.652	0.219
60.680	19.398	0.587	0.046	0.617	0.226
60.690	19.461	0.593	0.048	0.583	0.232
60.700	19.532	0.599	0.051	0.548	0.239
60.710	19.606	0.604	0.053	0.513	0.245
60.720	19.678	0.609	0.056	0.479	0.252
60.730	19.743	0.613	0.058	0.444	0.258
60.740	19.796	0.618	0.061	0.410	0.265
60.750	19.833	0.622	0.063	0.376	0.271
60.760	19.851	0.625	0.066	0.342	0.277
60.770	19.850	0.629	0.069	0.308	0.284
60.780	19.830	0.631	0.072	0.274	0.290
60.790	19.792	0.634	0.075	0.240	0.296
60.800	19.740	0.636	0.078	0.207	0.302
60.810	19.678	0.638	0.081	0.174	0.308
60.820	19.609	0.640	0.084	0.140	0.313
60.830	19.540	0.641	0.087	0.108	0.319
60.840	19.475	0.642	0.090	0.075	0.324
60.850	19.416	0.642	0.093	0.042	0.330
60.860	19.368	0.643	0.097	0.010	0.335
60.870	19.333	0.643	0.100	-0.021	0.340
60.880	19.310	0.642	0.104	-0.052	0.345
60.890	19.300	0.642	0.107	-0.083	0.350
60.900	19.301	0.641	0.111	-0.113	0.355
60.910	19.311	0.639	0.114	-0.143	0.359
60.920	19.328	0.638	0.118	-0.171	0.363
60.930	19.350	0.636	0.121	-0.199	0.367
60.940	19.372	0.634	0.125	-0.226	0.371
60.950	19.394	0.631	0.129	-0.252	0.375
60.960	19.413	0.629	0.133	-0.277	0.379
60.970	19.428	0.626	0.136	-0.301	0.382
60.980	19.438	0.623	0.140	-0.323	0.385
60.990	19.442	0.619	0.144	-0.345	0.388
61.000	19.443	0.616	0.148	-0.365	0.391
61.010	19.439	0.612	0.152	-0.384	0.393
61.020	19.432	0.608	0.156	-0.402	0.396
61.030	19.425	0.604	0.160	-0.419	0.398
61.040	19.417	0.600	0.164	-0.434	0.399
61.050	19.411	0.595	0.168	-0.448	0.401
61.060	19.409	0.591	0.172	-0.461	0.402
61.070	19.411	0.586	0.176	-0.473	0.404
61.080	19.419	0.581	0.180	-0.483	0.404
61.090	19.434	0.576	0.184	-0.492	0.405
61.100	19.456	0.571	0.188	-0.500	0.405
61.110	19.487	0.566	0.192	-0.506	0.406
61.120	19.525	0.561	0.196	-0.510	0.405
61.130	19.570	0.556	0.200	-0.513	0.405
61.140	19.622	0.551	0.204	-0.515	0.404
61.150	19.679	0.546	0.208	-0.515	0.404
61.160	19.739	0.541	0.212	-0.514	0.403
61.170	19.801	0.536	0.216	-0.511	0.401
61.180	19.863	0.531	0.220	-0.507	0.400
61.190	19.923	0.526	0.224	-0.501	0.398
61.200	19.978	0.521	0.228	-0.494	0.396
61.210	20.027	0.516	0.232	-0.485	0.393
61.220	20.069	0.511	0.236	-0.475	0.391
61.230	20.104	0.506	0.240	-0.464	0.388
61.240	20.131	0.502	0.244	-0.451	0.385
61.250	20.153	0.497	0.248	-0.437	0.382
61.260	20.169	0.493	0.252	-0.423	0.378
61.270	20.184	0.489	0.255	-0.407	0.375
61.280	20.198	0.485	0.259	-0.390	0.371
61.290	20.215	0.481	0.263	-0.372	0.367
61.300	20.237	0.477	0.266	-0.352	0.362
61.310	20.265	0.474	0.270	-0.332	0.358
61.320	20.301	0.471	0.274	-0.310	0.353
61.330	20.344	0.468	0.277	-0.288	0.348
61.340	20.393	0.465	0.281	-0.264	0.343
61.350	20.446	0.462	0.284	-0.239	0.338
61.360	20.499	0.460	0.287	-0.214	0.333
61.370	20.549	0.458	0.291	-0.187	0.327
61.380	20.591	0.456	0.294	-0.160	0.321
61.390	20.620	0.455	0.297	-0.132	0.315
61.400	20.633	0.454	0.300	-0.104	0.309
61.410	20.626	0.453	0.303	-0.075	0.303
61.420	20.597	0.452	0.306	-0.046	0.296
61.430	20.546	0.452	0.309	-0.017	0.290
61.440	20.473	0.452	0.312	0.012	0.283
61.450	20.382	0.452	0.315	0.042	0.277
61.460	20.277	0.453	0.318	0.070	0.270
