# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	21.683	0.000	0.000	0.000	0.000
60.010	21.743	0.000	0.000	0.048	0.000
60.020	21.811	0.001	0.000	0.096	0.000
60.030	21.878	0.002	0.000	0.144	0.000
60.040	21.939	0.004	0.000	0.192	0.000
60.050	21.987	0.006	0.000	0.239	0.000
60.060	22.018	0.009	0.000	0.286	0.000
60.070	22.030	0.012	0.000	0.333	0.000
60.080	22.024	0.015	0.000	0.379	0.001
60.090	22.001	0.019	0.000	0.424	0.001
60.100	21.967	0.024	0.000	0.468	0.001
60.110	21.925	0.029	0.000	0.512	0.002
60.120	21.879	0.034	0.000	0.554	0.002
60.130	21.834	0.040	0.000	0.595	0.003
60.140	21.793	0.046	0.000	0.634	0.003
60.150	21.757	0.052	0.000	0.673	0.004
60.160	21.725	0.059	0.000	0.710	0.005
60.170	21.696	0.067	0.000	0.746	0.006
60.180	21.667	0.074	0.000	0.781	0.007
60.190	21.635	0.082	0.000	0.814	0.008
60.200	21.597	0.091	0.000	0.846	0.009
60.210	21.550	0.099	0.001	0.876	0.011
60.220	21.493	0.108	0.001	0.905	0.012
60.230	21.429	0.117	0.001	0.932	0.014
60.240	21.358	0.127	0.001	0.958	0.016
60.250	21.286	0.136	0.001	0.981	0.017
60.260	21.218	0.146	0.001	1.004	0.019
60.270	21.161	0.156	0.002	1.024	0.022
60.280	21.121	0.167	0.002	1.043	0.024
60.290	21.103	0.177	0.002	1.060	0.026
60.300	21.112	0.188	0.002	1.075	0.029
60.310	21.148	0.199	0.003	1.090	0.032
60.320	21.212	0.210	0.003	1.102	0.035
60.330	21.299	0.221	0.003	1.114	0.038
60.340	21.403	0.232	0.004	1.125	0.041
60.350	21.517	0.243	0.004	1.134	0.044
60.360	21.632	0.255	0.005	1.142	0.048
60.370	21.738	0.266	0.005	1.149	0.051
60.380	21.825	0.278	0.006	1.155	0.055
60.390	21.887	0.289	0.006	1.159	0.059
60.400	21.916	0.301	0.007	1.162	0.063
60.410	21.910	0.313	0.007	1.163	0.067
60.420	21.869	0.324	0.008	1.163	0.071
60.430	21.794	0.336	0.009	1.162	0.076
60.440	21.691	0.347	0.010	1.159	0.080
60.450	21.565	0.359	0.010	1.154	0.085
60.460	21.424	0.370	0.011	1.147	0.090
60.470	21.277	0.382	0.012	1.137	0.095
60.480	21.130	0.393	0.013	1.126	0.100
60.490	20.991	0.404	0.014	1.113	0.105
60.500	20.863	0.415	0.015	1.098	0.111
60.510	20.751	0.426	0.016	1.081	0.116
60.520	20.655	0.437	0.018	1.063	0.122
60.530	20.575	0.448	0.019	1.043	0.127
60.540	20.509	0.458	0.020	1.021	0.133
60.550	20.455	0.468	0.022	0.998	0.139
60.560	20.408	0.478	0.023	0.973	0.145
60.570	20.367	0.488	0.024	0.948	0.151
60.580	20.329	0.497	0.026	0.921	0.157
60.590	20.294	0.506	0.028	0.893	0.163
60.600	20.261	0.515	0.029	0.864	0.169
60.610	20.232	0.523	0.031	0.834	0.176
60.620	20.209	0.531	0.033	0.803	0.182
60.630	20.195	0.539	0.035	0.771	0.188
60.640	20.192	0.547	0.037	0.739	0.195
60.650	20.203	0.554	0.039	0.706	0.201
60.660	20.229	0.561	0.041	0.672	0.208
60.670	20.270	0.567	0.043	0.639	0.214
60.680	20.326	0.574	0.045	0.605	0.220
60.690	20.393	0.579	0.047	0.571	0.227
60.700	20.469	0.585	0.049	0.537	0.233
60.710	20.548	0.590	0.052	0.503	0.240
60.720	20.624	0.595	0.054	0.469	0.246
60.730	20.693	0.600	0.057	0.435	0.252
60.740	20.749	0.604	0.059	0.401	0.258
60.750	20.789	0.608	0.062	0.368	0.265
