# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	10.673	0.000	0.000	0.000	0.000
60.010	10.697	0.001	0.000	0.111	0.000
60.020	10.723	0.002	0.000	0.220	0.000
60.030	10.750	0.005	0.000	0.327	0.000
60.040	10.774	0.009	0.000	0.432	0.000
60.050	10.793	0.014	0.000	0.534	0.000
60.060	10.806	0.019	0.000	0.635	0.001
60.070	10.810	0.026	0.000	0.732	0.001
60.080	10.808	0.034	0.000	0.826	0.001
60.090	10.799	0.043	0.000	0.918	0.002
60.100	10.785	0.052	0.000	1.006	0.003
60.110	10.768	0.063	0.000	1.090	0.004
60.120	10.750	0.074	0.000	1.172	0.005
60.130	10.732	0.086	0.000	1.249	0.006
60.140	10.716	0.099	0.000	1.323	0.007
60.150	10.702	0.113	0.000	1.394	0.009
60.160	10.689	0.127	0.000	1.461	0.011
60.170	10.677	0.142	0.001	1.525	0.013
60.180	10.666	0.158	0.001	1.586	0.015
60.190	10.653	0.174	0.001	1.643	0.017
60.200	10.638	0.190	0.001	1.696	0.020
60.210	10.619	0.208	0.001	1.746	0.023
60.220	10.596	0.225	0.001	1.792	0.026
60.230	10.571	0.243	0.002	1.835	0.029
60.240	10.543	0.262	0.002	1.874	0.033
60.250	10.514	0.281	0.002	1.909	0.037
60.260	10.487	0.300	0.003	1.940	0.041
60.270	10.464	0.320	0.003	1.968	0.045
60.280	10.448	0.339	0.004	1.993	0.050
60.290	10.441	0.360	0.004	2.014	0.055
60.300	10.444	0.380	0.005	2.033	0.060
60.310	10.459	0.400	0.005	2.048	0.066
60.320	10.484	0.421	0.006	2.061	0.072
60.330	10.518	0.441	0.007	2.071	0.078
60.340	10.560	0.462	0.008	2.079	0.084
60.350	10.605	0.483	0.009	2.084	0.091
60.360	10.651	0.504	0.010	2.088	0.097
60.370	10.693	0.525	0.011	2.089	0.104
60.380	10.727	0.546	0.012	2.088	0.112
60.390	10.752	0.567	0.013	2.085	0.119
60.400	10.763	0.587	0.014	2.080	0.127
60.410	10.761	0.608	0.015	2.072	0.135
60.420	10.744	0.629	0.017	2.061	0.144
60.430	10.715	0.649	0.018	2.049	0.152
60.440	10.673	0.670	0.020	2.033	0.161
60.450	10.623	0.690	0.021	2.014	0.170
60.460	10.567	0.710	0.023	1.992	0.179
60.470	10.509	0.730	0.025	1.966	0.189
60.480	10.450	0.749	0.027	1.938	0.199
60.490	10.395	0.769	0.029	1.906	0.209
60.500	10.344	0.787	0.031	1.872	0.219
60.510	10.299	0.806	0.033	1.836	0.229
60.520	10.261	0.824	0.036	1.797	0.239
60.530	10.229	0.842	0.038	1.756	0.250
60.540	10.203	0.859	0.041	1.714	0.260
60.550	10.181	0.876	0.043	1.669	0.271
60.560	10.163	0.893	0.046	1.623	0.282
60.570	10.146	0.909	0.049	1.575	0.293
60.580	10.131	0.924	0.052	1.527	0.305
60.590	10.117	0.939	0.055	1.477	0.316
60.600	10.104	0.954	0.058	1.426	0.327
60.610	10.092	0.968	0.062	1.374	0.339
60.620	10.083	0.981	0.065	1.322	0.350
60.630	10.078	0.994	0.069	1.270	0.361
60.640	10.076	1.007	0.072	1.217	0.373
60.650	10.081	1.018	0.076	1.164	0.385
60.660	10.091	1.030	0.080	1.111	0.396
60.670	10.107	1.041	0.084	1.058	0.408
60.680	10.129	1.051	0.088	1.005	0.419
60.690	10.156	1.061	0.092	0.954	0.431
60.700	10.186	1.070	0.097	0.903	0.442
60.710	10.217	1.079	0.101	0.854	0.453
60.720	10.248	1.087	0.106	0.805	0.465
60.730	10.275	1.095	0.111	0.757	0.476
60.740	10.297	1.102	0.115	0.710	0.487
60.750	10.313	1.109	0.120	0.664	0.498
60.760	10.321	1.116	0.125	0.618	0.509
60.770	10.320	1.122	0.130	0.573	0.520
60.780	10.312	1.127	0.136	0.529	0.530
60.790	10.296	1.132	0.141	0.485	0.541
60.800	10.274	1.137	0.146	0.441	0.551
60.810	10.247	1.141	0.152	0.398	0.561
60.820	10.218	1.145	0.158	0.356	0.571
60.830	10.189	1.148	0.163	0.315	0.581
60.840	10.161	1.151	0.169	0.274	0.591
60.850	10.137	1.153	0.175	0.234	0.600
60.860	10.116	1.155	0.181	0.195	0.609
60.870	10.101	1.157	0.187	0.156	0.618
60.880	10.092	1.159	0.194	0.119	0.627
60.890	10.087	1.160	0.200	0.084	0.635
60.900	10.088	1.160	0.206	0.049	0.643
60.910	10.092	1.161	0.213	0.016	0.651
60.920	10.100	1.161	0.219	-0.015	0.659
60.930	10.109	1.160	0.226	-0.045	0.666
60.940	10.118	1.160	0.233	-0.072	0.673
60.950	10.127	1.159	0.240	-0.098	0.680
60.960	10.135	1.158	0.246	-0.122	0.686
60.970	10.142	1.156	0.253	-0.144	0.692
60.980	10.146	1.155	0.260	-0.165	0.698
60.990	10.148	1.153	0.267	-0.184	0.704
61.000	10.148	1.151	0.274	-0.201	0.709
61.010	10.146	1.149	0.281	-0.217	0.714
61.020	10.144	1.147	0.289	-0.231	0.718
61.030	10.140	1.144	0.296	-0.243	0.722
61.040	10.137	1.142	0.303	-0.254	0.726
61.050	10.135	1.139	0.310	-0.263	0.730
61.060	10.134	1.137	0.318	-0.271	0.733
61.070	10.135	1.134	0.325	-0.277	0.736
61.080	10.138	1.131	0.332	-0.282	0.738
61.090	10.145	1.128	0.340	-0.284	0.740
61.100	10.154	1.125	0.347	-0.286	0.742
61.110	10.167	1.123	0.355	-0.286	0.743
61.120	10.183	1.120	0.362	-0.284	0.744
61.130	10.202	1.117	0.369	-0.280	0.745
61.140	10.224	1.114	0.377	-0.275	0.745
61.150	10.248	1.112	0.384	-0.268	0.745
61.160	10.274	1.109	0.392	-0.260	0.744
61.170	10.300	1.106	0.399	-0.250	0.744
61.180	10.326	1.104	0.407	-0.238	0.742
61.190	10.352	1.102	0.414	-0.224	0.741
61.200	10.375	1.100	0.421	-0.209	0.739
61.210	10.396	1.098	0.429	-0.192	0.737
61.220	10.414	1.096	0.436	-0.174	0.734
61.230	10.428	1.094	0.444	-0.155	0.732
61.240	10.440	1.093	0.451	-0.135	0.728
61.250	10.449	1.091	0.458	-0.113	0.725
61.260	10.456	1.090	0.465	-0.091	0.721
61.270	10.462	1.089	0.473	-0.068	0.717
61.280	10.469	1.089	0.480	-0.044	0.713
61.290	10.476	1.089	0.487	-0.019	0.708
61.300	10.485	1.089	0.494	0.007	0.703
61.310	10.497	1.089	0.501	0.033	0.697
61.320	10.512	1.089	0.508	0.060	0.692
61.330	10.530	1.090	0.515	0.087	0.686
61.340	10.551	1.091	0.521	0.115	0.680
61.350	10.574	1.092	0.528	0.143	0.673
61.360	10.596	1.094	0.535	0.171	0.667
61.370	10.617	1.096	0.542	0.201	0.660
61.380	10.635	1.098	0.548	0.230	0.652
61.390	10.647	1.100	0.555	0.260	0.645
61.400	10.653	1.103	0.561	0.290	0.637
61.410	10.650	1.106	0.567	0.320	0.629
61.420	10.638	1.110	0.574	0.350	0.621
61.430	10.616	1.113	0.580	0.380	0.613
61.440	10.585	1.117	0.586	0.408	0.604
61.450	10.547	1.121	0.592	0.436	0.595
61.460	10.502	1.126	0.598	0.462	0.586
61.470	10.454	1.131	0.604	0.487	0.577
61.480	10.406	1.136	0.609	0.511	0.568
61.490	10.359	1.141	0.615	0.534	0.559
61.500	10.317	1.146	0.620	0.555	0.549
61.510	10.281	1.152	0.626	0.575	0.539
61.520	10.255	1.158	0.631	0.594	0.529
61.530	10.239	1.164	0.637	0.612	0.519
61.540	10.233	1.170	0.642	0.630	0.509
61.550	10.236	1.176	0.647	0.646	0.499
61.560	10.248	1.183	0.652	0.662	0.489
61.570	10.266	1.190	0.656	0.678	0.478
61.580	10.288	1.196	0.661	0.694	0.467
61.590	10.311	1.203	0.666	0.711	0.457
61.600	10.332	1.211	0.670	0.727	0.446
61.610	10.349	1.218	0.675	0.742	0.435
61.620	10.360	1.226	0.679	0.758	0.424
61.630	10.363	1.233	0.683	0.772	0.413
61.640	10.357	1.241	0.687	0.785	0.402
61.650	10.344	1.249	0.691	0.798	0.391
61.660	10.324	1.257	0.695	0.809	0.380
61.670	10.298	1.265	0.699	0.819	0.368
61.680	10.269	1.273	0.702	0.828	0.357
61.690	10.240	1.282	0.706	0.835	0.346
61.700	10.212	1.290	0.709	0.842	0.335
61.710	10.189	1.298	0.713	0.846	0.323
61.720	10.174	1.307	0.716	0.850	0.312
61.730	10.166	1.315	0.719	0.853	0.301
61.740	10.168	1.324	0.722	0.854	0.289
61.750	10.179	1.332	0.725	0.855	0.278
61.760	10.199	1.341	0.727	0.855	0.267
61.770	10.226	1.350	0.730	0.855	0.255
61.780	10.259	1.358	0.733	0.854	0.244
61.790	10.295	1.367	0.735	0.853	0.233
61.800	10.332	1.375	0.737	0.853	0.221
61.810	10.367	1.384	0.739	0.853	0.210
61.820	10.397	1.392	0.741	0.852	0.199
61.830	10.420	1.401	0.743	0.851	0.188
61.840	10.435	1.409	0.745	0.850	0.177
61.850	10.441	1.418	0.747	0.848	0.166
61.860	10.437	1.426	0.748	0.844	0.155
61.870	10.423	1.435	0.750	0.840	0.144
61.880	10.400	1.443	0.751	0.834	0.133
61.890	10.370	1.451	0.753	0.827	0.122
61.900	10.335	1.460	0.754	0.819	0.111
61.910	10.296	1.468	0.755	0.809	0.101
