# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	17.657	0.000	0.000	0.000	0.000
60.010	17.702	0.000	0.000	0.056	0.000
60.020	17.754	0.001	0.000	0.112	0.000
60.030	17.806	0.003	0.000	0.167	0.000
60.040	17.853	0.004	0.000	0.223	0.000
60.050	17.889	0.007	0.000	0.278	0.000
60.060	17.913	0.010	0.000	0.332	0.000
60.070	17.922	0.014	0.000	0.386	0.001
60.080	17.917	0.018	0.000	0.438	0.001
60.090	17.900	0.022	0.000	0.490	0.001
60.100	17.874	0.028	0.000	0.541	0.001
60.110	17.841	0.033	0.000	0.590	0.002
60.120	17.806	0.039	0.000	0.638	0.002
60.130	17.772	0.046	0.000	0.685	0.003
60.140	17.741	0.053	0.000	0.730	0.004
60.150	17.713	0.061	0.000	0.773	0.005
60.160	17.689	0.068	0.000	0.815	0.006
60.170	17.666	0.077	0.000	0.856	0.007
60.180	17.644	0.086	0.000	0.895	0.008
60.190	17.619	0.095	0.000	0.933	0.009
60.200	17.590	0.104	0.001	0.968	0.011
60.210	17.554	0.114	0.001	1.002	0.012
60.220	17.511	0.124	0.001	1.034	0.014
60.230	17.461	0.135	0.001	1.065	0.016
60.240	17.407	0.146	0.001	1.093	0.018
60.250	17.352	0.157	0.001	1.119	0.020
60.260	17.300	0.168	0.002	1.144	0.022
60.270	17.256	0.179	0.002	1.166	0.025
60.280	17.225	0.191	0.002	1.186	0.028
60.290	17.212	0.203	0.002	1.205	0.030
60.300	17.218	0.215	0.003	1.222	0.033
60.310	17.246	0.228	0.003	1.237	0.036
60.320	17.294	0.240	0.003	1.251	0.040
60.330	17.361	0.253	0.004	1.263	0.043
60.340	17.441	0.265	0.004	1.274	0.047
60.350	17.528	0.278	0.005	1.284	0.051
60.360	17.616	0.291	0.005	1.292	0.055
60.370	17.697	0.304	0.006	1.299	0.059
60.380	17.764	0.317	0.006	1.304	0.063
60.390	17.811	0.330	0.007	1.308	0.067
60.400	17.833	0.343	0.008	1.310	0.072
60.410	17.829	0.356	0.008	1.311	0.077
60.420	17.797	0.369	0.009	1.310	0.082
60.430	17.740	0.382	0.010	1.308	0.087
60.440	17.661	0.396	0.011	1.303	0.092
60.450	17.564	0.409	0.012	1.297	0.097
60.460	17.456	0.421	0.013	1.288	0.103
60.470	17.344	0.434	0.014	1.276	0.109
60.480	17.231	0.447	0.015	1.263	0.114
60.490	17.124	0.459	0.016	1.247	0.120
60.500	17.027	0.472	0.018	1.230	0.126
60.510	16.941	0.484	0.019	1.210	0.133
60.520	16.867	0.496	0.020	1.189	0.139
60.530	16.806	0.508	0.022	1.166	0.145
60.540	16.755	0.519	0.023	1.141	0.152
60.550	16.713	0.531	0.025	1.114	0.159
60.560	16.678	0.542	0.026	1.087	0.165
60.570	16.646	0.552	0.028	1.057	0.172
60.580	16.617	0.563	0.030	1.027	0.179
60.590	16.590	0.573	0.032	0.995	0.186
60.600	16.565	0.583	0.033	0.963	0.193
60.610	16.543	0.592	0.035	0.929	0.200
60.620	16.525	0.601	0.037	0.894	0.207
60.630	16.514	0.610	0.040	0.859	0.214
60.640	16.512	0.618	0.042	0.823	0.221
60.650	16.520	0.627	0.044	0.786	0.229
60.660	16.540	0.634	0.046	0.750	0.236
60.670	16.572	0.641	0.049	0.712	0.243
60.680	16.614	0.648	0.051	0.675	0.250
60.690	16.666	0.655	0.054	0.637	0.258
60.700	16.724	0.661	0.056	0.600	0.265
60.710	16.784	0.667	0.059	0.562	0.272
60.720	16.843	0.672	0.062	0.525	0.279
60.730	16.895	0.678	0.065	0.488	0.286
60.740	16.938	0.682	0.067	0.452	0.293
60.750	16.968	0.687	0.070	0.415	0.300
60.760	16.984	0.691	0.073	0.379	0.307
60.770	16.983	0.694	0.077	0.343	0.314
60.780	16.966	0.697	0.080	0.307	0.321
60.790	16.936	0.700	0.083	0.271	0.328
60.800	16.893	0.703	0.086	0.235	0.334
60.810	16.842	0.705	0.090	0.199	0.341
60.820	16.787	0.707	0.093	0.164	0.347
60.830	16.730	0.708	0.097	0.129	0.353
60.840	16.677	0.709	0.100	0.094	0.359
60.850	16.629	0.710	0.104	0.059	0.365
60.860	16.590	0.710	0.107	0.025	0.371
60.870	16.561	0.711	0.111	-0.009	0.376
60.880	16.542	0.710	0.115	-0.043	0.382
60.890	16.534	0.710	0.119	-0.075	0.387
60.900	16.535	0.709	0.123	-0.107	0.392
60.910	16.544	0.708	0.127	-0.139	0.397
60.920	16.558	0.706	0.131	-0.169	0.402
60.930	16.575	0.704	0.135	-0.199	0.407
60.940	16.593	0.702	0.139	-0.227	0.411
60.950	16.611	0.700	0.143	-0.254	0.415
60.960	16.626	0.697	0.147	-0.280	0.419
60.970	16.638	0.694	0.151	-0.304	0.423
60.980	16.646	0.691	0.156	-0.327	0.426
60.990	16.650	0.687	0.160	-0.349	0.429
61.000	16.650	0.684	0.164	-0.370	0.433
61.010	16.647	0.680	0.169	-0.390	0.435
61.020	16.642	0.676	0.173	-0.409	0.438
61.030	16.636	0.672	0.177	-0.426	0.440
61.040	16.630	0.668	0.182	-0.441	0.442
61.050	16.625	0.663	0.186	-0.456	0.444
61.060	16.623	0.658	0.191	-0.469	0.446
61.070	16.625	0.654	0.195	-0.480	0.447
61.080	16.632	0.649	0.200	-0.490	0.448
61.090	16.644	0.644	0.204	-0.498	0.449
61.100	16.662	0.639	0.208	-0.505	0.449
61.110	16.687	0.634	0.213	-0.511	0.449
61.120	16.718	0.629	0.217	-0.515	0.449
61.130	16.755	0.624	0.222	-0.517	0.449
61.140	16.797	0.618	0.226	-0.518	0.448
61.150	16.843	0.613	0.231	-0.517	0.448
61.160	16.893	0.608	0.235	-0.514	0.447
61.170	16.943	0.603	0.240	-0.511	0.445
61.180	16.994	0.598	0.244	-0.505	0.444
61.190	17.042	0.593	0.249	-0.498	0.442
61.200	17.087	0.588	0.253	-0.490	0.440
61.210	17.127	0.583	0.258	-0.480	0.437
61.220	17.161	0.578	0.262	-0.469	0.434
61.230	17.190	0.574	0.266	-0.456	0.432
61.240	17.212	0.569	0.271	-0.442	0.428
61.250	17.229	0.565	0.275	-0.427	0.425
61.260	17.243	0.561	0.279	-0.410	0.421
61.270	17.255	0.557	0.283	-0.393	0.418
61.280	17.267	0.553	0.287	-0.375	0.413
61.290	17.281	0.549	0.291	-0.355	0.409
61.300	17.298	0.546	0.296	-0.334	0.405
61.310	17.321	0.542	0.300	-0.313	0.400
61.320	17.350	0.539	0.304	-0.290	0.395
61.330	17.385	0.537	0.307	-0.266	0.390
61.340	17.425	0.534	0.311	-0.242	0.384
61.350	17.469	0.532	0.315	-0.216	0.379
61.360	17.512	0.530	0.319	-0.190	0.373
61.370	17.553	0.528	0.323	-0.162	0.367
61.380	17.587	0.527	0.326	-0.134	0.361
61.390	17.611	0.525	0.330	-0.106	0.355
61.400	17.621	0.524	0.333	-0.077	0.348
