# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	11.665	0.000	0.000	0.000	0.000
60.010	11.691	0.000	0.000	0.094	0.000
60.020	11.721	0.002	0.000	0.187	0.000
60.030	11.751	0.004	0.000	0.279	0.000
60.040	11.778	0.007	0.000	0.369	0.000
60.050	11.800	0.012	0.000	0.458	0.000
60.060	11.814	0.017	0.000	0.545	0.001
60.070	11.819	0.022	0.000	0.630	0.001
60.080	11.816	0.029	0.000	0.712	0.001
60.090	11.806	0.037	0.000	0.793	0.002
60.100	11.791	0.045	0.000	0.870	0.002
60.110	11.772	0.054	0.000	0.946	0.003
60.120	11.751	0.064	0.000	1.018	0.004
60.130	11.731	0.074	0.000	1.088	0.005
60.140	11.713	0.086	0.000	1.154	0.006
60.150	11.697	0.098	0.000	1.218	0.008
60.160	11.683	0.110	0.000	1.279	0.009
60.170	11.670	0.123	0.000	1.338	0.011
60.180	11.657	0.137	0.001	1.393	0.013
60.190	11.642	0.151	0.001	1.446	0.015
60.200	11.625	0.166	0.001	1.495	0.017
60.210	11.604	0.181	0.001	1.542	0.020
60.220	11.579	0.197	0.001	1.585	0.022
60.230	11.550	0.213	0.002	1.625	0.025
60.240	11.518	0.229	0.002	1.662	0.029
60.250	11.486	0.246	0.002	1.696	0.032
60.260	11.456	0.263	0.002	1.727	0.036
60.270	11.430	0.280	0.003	1.754	0.040
60.280	11.412	0.298	0.003	1.779	0.044
60.290	11.404	0.316	0.004	1.801	0.048
60.300	11.408	0.334	0.004	1.819	0.053
60.310	11.424	0.352	0.005	1.836	0.057
60.320	11.452	0.371	0.005	1.850	0.063
60.330	11.491	0.389	0.006	1.861	0.068
60.340	11.538	0.408	0.007	1.871	0.073
60.350	11.589	0.427	0.007	1.879	0.079
60.360	11.640	0.446	0.008	1.884	0.085
60.370	11.687	0.464	0.009	1.888	0.092
60.380	11.726	0.483	0.010	1.889	0.098
60.390	11.753	0.502	0.011	1.889	0.105
60.400	11.766	0.521	0.012	1.887	0.112
60.410	11.763	0.540	0.013	1.882	0.119
60.420	11.745	0.559	0.015	1.875	0.127
60.430	11.712	0.577	0.016	1.866	0.134
60.440	11.665	0.596	0.017	1.853	0.142
60.450	11.609	0.614	0.019	1.838	0.150
60.460	11.546	0.633	0.020	1.820	0.158
60.470	11.480	0.651	0.022	1.798	0.167
60.480	11.415	0.669	0.024	1.774	0.175
60.490	11.352	0.686	0.025	1.747	0.184
60.500	11.295	0.704	0.027	1.717	0.193
60.510	11.245	0.721	0.029	1.685	0.202
60.520	11.203	0.737	0.031	1.651	0.212
60.530	11.167	0.754	0.034	1.615	0.221
60.540	11.137	0.770	0.036	1.577	0.231
60.550	11.113	0.785	0.038	1.537	0.241
60.560	11.092	0.800	0.041	1.496	0.250
60.570	11.073	0.815	0.043	1.453	0.260
60.580	11.056	0.829	0.046	1.409	0.271
60.590	11.041	0.843	0.049	1.363	0.281
60.600	11.026	0.857	0.051	1.317	0.291
60.610	11.013	0.870	0.054	1.270	0.301
60.620	11.003	0.882	0.057	1.221	0.312
60.630	10.996	0.894	0.061	1.173	0.322
60.640	10.995	0.905	0.064	1.124	0.332
60.650	11.000	0.916	0.067	1.074	0.343
60.660	11.011	0.927	0.071	1.025	0.353
60.670	11.030	0.937	0.074	0.975	0.364
60.680	11.054	0.946	0.078	0.925	0.374
60.690	11.085	0.955	0.082	0.877	0.385
60.700	11.118	0.964	0.086	0.829	0.395
60.710	11.153	0.972	0.090	0.781	0.405
60.720	11.187	0.980	0.094	0.735	0.415
60.730	11.218	0.987	0.098	0.688	0.426
60.740	11.243	0.993	0.102	0.643	0.436
60.750	11.261	1.000	0.107	0.597	0.446
60.760	11.269	1.005	0.111	0.552	0.456
60.770	11.269	1.011	0.116	0.508	0.465
60.780	11.259	1.016	0.121	0.464	0.475
60.790	11.241	1.020	0.125	0.420	0.485
60.800	11.217	1.024	0.130	0.377	0.494
60.810	11.187	1.027	0.135	0.334	0.503
60.820	11.155	1.031	0.140	0.292	0.512
60.830	11.122	1.033	0.145	0.250	0.521
60.840	11.090	1.035	0.151	0.209	0.530
60.850	11.063	1.037	0.156	0.168	0.538
60.860	11.040	1.039	0.161	0.129	0.547
60.870	11.023	1.040	0.167	0.090	0.555
60.880	11.012	1.041	0.173	0.053	0.562
60.890	11.007	1.041	0.178	0.016	0.570
60.900	11.008	1.041	0.184	-0.019	0.577
60.910	11.013	1.041	0.190	-0.053	0.584
60.920	11.021	1.040	0.196	-0.085	0.591
60.930	11.031	1.039	0.202	-0.115	0.598
60.940	11.042	1.038	0.208	-0.144	0.604
60.950	11.052	1.036	0.214	-0.171	0.610
60.960	11.061	1.034	0.220	-0.197	0.616
60.970	11.068	1.032	0.226	-0.221	0.621
60.980	11.073	1.030	0.232	-0.243	0.627
60.990	11.075	1.027	0.239	-0.264	0.632
61.000	11.075	1.024	0.245	-0.283	0.636
61.010	11.074	1.022	0.251	-0.300	0.640
61.020	11.071	1.018	0.258	-0.316	0.644
61.030	11.067	1.015	0.264	-0.331	0.648
61.040	11.063	1.012	0.271	-0.343	0.651
61.050	11.061	1.008	0.277	-0.355	0.654
61.060	11.060	1.005	0.284	-0.364	0.657
61.070	11.061	1.001	0.290	-0.373	0.659
61.080	11.064	0.997	0.297	-0.379	0.661
61.090	11.072	0.993	0.304	-0.384	0.663
61.100	11.082	0.990	0.310	-0.387	0.664
61.110	11.097	0.986	0.317	-0.389	0.665
61.120	11.115	0.982	0.323	-0.389	0.666
61.130	11.136	0.978	0.330	-0.387	0.666
61.140	11.161	0.974	0.337	-0.384	0.666
