# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.045	0.000
60.020	0.001	0.000	0.090	0.000
60.030	0.002	0.000	0.135	0.000
60.040	0.004	0.000	0.180	0.000
60.050	0.006	0.000	0.225	0.000
60.060	0.008	0.000	0.270	0.000
60.070	0.011	0.000	0.314	0.000
60.080	0.014	0.000	0.357	0.001
60.090	0.018	0.000	0.400	0.001
60.100	0.022	0.000	0.442	0.001
60.110	0.027	0.000	0.483	0.002
60.120	0.032	0.000	0.522	0.002
60.130	0.037	0.000	0.561	0.002
60.140	0.043	0.000	0.599	0.003
60.150	0.049	0.000	0.635	0.004
60.160	0.056	0.000	0.671	0.005
60.170	0.063	0.000	0.705	0.005
60.180	0.070	0.000	0.738	0.006
60.190	0.078	0.000	0.770	0.008
60.200	0.085	0.000	0.800	0.009
60.210	0.094	0.001	0.829	0.010
60.220	0.102	0.001	0.857	0.011
60.230	0.111	0.001	0.882	0.013
60.240	0.120	0.001	0.907	0.015
60.250	0.129	0.001	0.929	0.016
60.260	0.138	0.001	0.950	0.018
60.270	0.148	0.001	0.970	0.020
60.280	0.158	0.002	0.988	0.023
60.290	0.168	0.002	1.004	0.025
60.300	0.178	0.002	1.019	0.027
60.310	0.188	0.002	1.033	0.030
60.320	0.198	0.003	1.046	0.033
60.330	0.209	0.003	1.057	0.036
60.340	0.220	0.003	1.067	0.039
60.350	0.230	0.004	1.076	0.042
60.360	0.241	0.004	1.084	0.045
60.370	0.252	0.005	1.091	0.048
60.380	0.263	0.005	1.097	0.052
60.390	0.274	0.006	1.101	0.056
60.400	0.285	0.006	1.104	0.059
60.410	0.296	0.007	1.106	0.063
60.420	0.307	0.008	1.106	0.068
60.430	0.318	0.008	1.105	0.072
60.440	0.329	0.009	1.102	0.076
60.450	0.340	0.010	1.098	0.081
60.460	0.351	0.011	1.091	0.085
60.470	0.362	0.012	1.083	0.090
60.480	0.373	0.012	1.072	0.095
60.490	0.383	0.013	1.060	0.100
60.500	0.394	0.014	1.046	0.105
60.510	0.404	0.016	1.030	0.110
60.520	0.414	0.017	1.012	0.115
60.530	0.425	0.018	0.994	0.121
60.540	0.434	0.019	0.973	0.126
60.550	0.444	0.020	0.951	0.132
60.560	0.453	0.022	0.928	0.137
60.570	0.463	0.023	0.904	0.143
60.580	0.472	0.025	0.878	0.149
60.590	0.480	0.026	0.851	0.155
60.600	0.489	0.028	0.824	0.161
60.610	0.497	0.029	0.795	0.166
60.620	0.504	0.031	0.766	0.172
60.630	0.512	0.033	0.735	0.178
60.640	0.519	0.035	0.705	0.185
60.650	0.526	0.036	0.673	0.191
60.660	0.533	0.038	0.641	0.197
60.670	0.539	0.040	0.609	0.203
60.680	0.545	0.042	0.576	0.209
60.690	0.550	0.045	0.544	0.215
60.700	0.556	0.047	0.511	0.221
60.710	0.561	0.049	0.478	0.227
60.720	0.565	0.051	0.446	0.233
60.730	0.569	0.054	0.414	0.239
60.740	0.573	0.056	0.381	0.245
60.750	0.577	0.059	0.349	0.251
60.760	0.580	0.061	0.317	0.257
60.770	0.583	0.064	0.285	0.263
60.780	0.586	0.066	0.253	0.268
60.790	0.589	0.069	0.221	0.274
60.800	0.591	0.072	0.189	0.280
60.810	0.592	0.075	0.158	0.285
60.820	0.594	0.078	0.126	0.290
60.830	0.595	0.080	0.095	0.296
60.840	0.596	0.083	0.064	0.301
60.850	0.596	0.086	0.033	0.306
60.860	0.596	0.090	0.002	0.311
60.870	0.596	0.093	-0.028	0.315
60.880	0.596	0.096	-0.058	0.320
60.890	0.595	0.099	-0.087	0.324
60.900	0.594	0.102	-0.116	0.329
60.910	0.593	0.106	-0.144	0.333
60.920	0.591	0.109	-0.171	0.337
60.930	0.589	0.112	-0.198	0.341
60.940	0.587	0.116	-0.224	0.344
60.950	0.585	0.119	-0.249	0.348
60.960	0.582	0.123	-0.273	0.351
60.970	0.579	0.126	-0.296	0.354
60.980	0.576	0.130	-0.318	0.357
60.990	0.573	0.133	-0.339	0.360
61.000	0.569	0.137	-0.358	0.362
61.010	0.566	0.141	-0.377	0.365
61.020	0.562	0.144	-0.394	0.367
61.030	0.558	0.148	-0.411	0.369
61.040	0.554	0.152	-0.426	0.370
61.050	0.549	0.155	-0.440	0.372
61.060	0.545	0.159	-0.453	0.373
61.070	0.540	0.163	-0.464	0.374
61.080	0.536	0.167	-0.474	0.375
61.090	0.531	0.170	-0.483	0.375
61.100	0.526	0.174	-0.491	0.376
61.110	0.521	0.178	-0.497	0.376
61.120	0.516	0.182	-0.502	0.375
61.130	0.511	0.185	-0.505	0.375
61.140	0.506	0.189	-0.507	0.374
61.150	0.501	0.193	-0.508	0.374
61.160	0.496	0.197	-0.507	0.373
61.170	0.491	0.200	-0.505	0.371
61.180	0.486	0.204	-0.501	0.370
61.190	0.481	0.208	-0.496	0.368
61.200	0.476	0.211	-0.489	0.366
61.210	0.471	0.215	-0.481	0.364
61.220	0.466	0.219	-0.472	0.361
61.230	0.461	0.222	-0.462	0.359
61.240	0.457	0.226	-0.450	0.356
61.250	0.452	0.229	-0.437	0.353
61.260	0.448	0.233	-0.423	0.349
61.270	0.444	0.236	-0.408	0.346
61.280	0.440	0.240	-0.392	0.342
61.290	0.436	0.243	-0.375	0.338
61.300	0.432	0.247	-0.357	0.334
61.310	0.429	0.250	-0.337	0.330
61.320	0.426	0.253	-0.317	0.325
61.330	0.423	0.256	-0.295	0.320
61.340	0.420	0.260	-0.273	0.316
61.350	0.417	0.263	-0.249	0.311
61.360	0.415	0.266	-0.225	0.305
61.370	0.413	0.269	-0.199	0.300
61.380	0.411	0.272	-0.173	0.294
61.390	0.409	0.275	-0.146	0.289
61.400	0.408	0.278	-0.119	0.283
61.410	0.407	0.280	-0.092	0.277
61.420	0.406	0.283	-0.064	0.271
61.430	0.406	0.286	-0.035	0.265
61.440	0.405	0.288	-0.007	0.259
61.450	0.405	0.291	0.021	0.252
61.460	0.406	0.293	0.049	0.246
61.470	0.406	0.296	0.076	0.239
61.480	0.407	0.298	0.103	0.232
61.490	0.408	0.301	0.130	0.225
61.500	0.410	0.303	0.156	0.219
61.510	0.412	0.305	0.182	0.212
61.520	0.414	0.307	0.207	0.205
61.530	0.416	0.309	0.232	0.198
61.540	0.418	0.311	0.257	0.191
61.550	0.421	0.313	0.282	0.183
61.560	0.424	0.315	0.306	0.176
61.570	0.427	0.316	0.330	0.169
61.580	0.430	0.318	0.353	0.162
61.590	0.434	0.320	0.377	0.155
61.600	0.438	0.321	0.400	0.147
61.610	0.442	0.323	0.422	0.140
61.620	0.446	0.324	0.444	0.133
61.630	0.451	0.325	0.466	0.126
61.640	0.456	0.326	0.487	0.119
61.650	0.461	0.328	0.508	0.111
61.660	0.466	0.329	0.528	0.104
61.670	0.471	0.330	0.548	0.097
61.680	0.477	0.331	0.566	0.090
61.690	0.483	0.331	0.585	0.083
61.700	0.489	0.332	0.602	0.076
61.710	0.495	0.333	0.618	0.069
61.720	0.501	0.334	0.634	0.062
61.730	0.507	0.334	0.648	0.055
61.740	0.514	0.335	0.662	0.049
61.750	0.521	0.335	0.674	0.042
61.760	0.527	0.336	0.685	0.035
61.770	0.534	0.336	0.696	0.029
61.780	0.541	0.336	0.707	0.023
61.790	0.548	0.336	0.717	0.016
61.800	0.556	0.336	0.726	0.010
61.810	0.563	0.337	0.734	0.004
61.820	0.570	0.337	0.742	-0.002
61.830	0.578	0.336	0.748	-0.008
61.840	0.585	0.336	0.753	-0.014
61.850	0.593	0.336	0.757	-0.019
61.860	0.600	0.336	0.760	-0.025
61.870	0.608	0.336	0.761	-0.030
61.880	0.616	0.335	0.761	-0.036
61.890	0.623	0.335	0.760	-0.041
61.900	0.631	0.335	0.758	-0.046
61.910	0.638	0.334	0.754	-0.051
