# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.093	0.000
60.020	0.002	0.000	0.185	0.000
60.030	0.004	0.000	0.276	0.000
60.040	0.007	0.000	0.364	0.000
60.050	0.011	0.000	0.451	0.000
60.060	0.016	0.000	0.536	0.001
60.070	0.022	0.000	0.619	0.001
60.080	0.029	0.000	0.699	0.001
60.090	0.036	0.000	0.777	0.002
60.100	0.044	0.000	0.852	0.002
60.110	0.053	0.000	0.924	0.003
60.120	0.063	0.000	0.993	0.004
60.130	0.073	0.000	1.060	0.005
60.140	0.084	0.000	1.124	0.006
60.150	0.095	0.000	1.184	0.007
60.160	0.108	0.000	1.242	0.009
60.170	0.120	0.000	1.298	0.011
60.180	0.134	0.001	1.350	0.012
60.190	0.147	0.001	1.399	0.015
60.200	0.162	0.001	1.445	0.017
60.210	0.176	0.001	1.489	0.019
60.220	0.191	0.001	1.529	0.022
60.230	0.207	0.001	1.566	0.025
60.240	0.223	0.002	1.600	0.028
60.250	0.239	0.002	1.631	0.031
60.260	0.255	0.002	1.659	0.035
60.270	0.272	0.003	1.684	0.039
60.280	0.289	0.003	1.706	0.043
60.290	0.306	0.004	1.725	0.047
60.300	0.323	0.004	1.741	0.051
60.310	0.341	0.005	1.755	0.056
60.320	0.358	0.005	1.767	0.061
60.330	0.376	0.006	1.777	0.066
60.340	0.394	0.007	1.785	0.071
60.350	0.412	0.007	1.790	0.077
60.360	0.430	0.008	1.794	0.083
60.370	0.448	0.009	1.796	0.089
60.380	0.466	0.010	1.795	0.095
60.390	0.484	0.011	1.793	0.102
60.400	0.502	0.012	1.789	0.108
60.410	0.519	0.013	1.783	0.115
60.420	0.537	0.014	1.775	0.122
60.430	0.555	0.015	1.764	0.130
60.440	0.573	0.017	1.751	0.137
60.450	0.590	0.018	1.736	0.145
60.460	0.607	0.020	1.717	0.153
60.470	0.624	0.021	1.696	0.161
60.480	0.641	0.023	1.672	0.169
60.490	0.658	0.025	1.646	0.178
60.500	0.674	0.026	1.617	0.186
60.510	0.690	0.028	1.586	0.195
60.520	0.706	0.030	1.553	0.204
60.530	0.721	0.032	1.519	0.213
60.540	0.736	0.035	1.482	0.222
60.550	0.751	0.037	1.444	0.232
60.560	0.765	0.039	1.405	0.241
60.570	0.779	0.042	1.364	0.251
60.580	0.792	0.044	1.322	0.260
60.590	0.805	0.047	1.280	0.270
60.600	0.818	0.050	1.236	0.280
60.610	0.830	0.053	1.192	0.289
60.620	0.842	0.055	1.147	0.299
60.630	0.853	0.059	1.101	0.309
