# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.049	0.000
60.020	0.001	0.000	0.099	0.000
60.030	0.002	0.000	0.148	0.000
60.040	0.004	0.000	0.197	0.000
60.050	0.006	0.000	0.246	0.000
60.060	0.009	0.000	0.294	0.000
60.070	0.012	0.000	0.342	0.000
60.080	0.016	0.000	0.389	0.001
60.090	0.020	0.000	0.436	0.001
60.100	0.024	0.000	0.481	0.001
60.110	0.029	0.000	0.525	0.002
60.120	0.035	0.000	0.568	0.002
60.130	0.041	0.000	0.610	0.003
60.140	0.047	0.000	0.651	0.003
60.150	0.054	0.000	0.690	0.004
60.160	0.061	0.000	0.729	0.005
60.170	0.068	0.000	0.765	0.006
60.180	0.076	0.000	0.801	0.007
60.190	0.084	0.000	0.835	0.008
60.200	0.093	0.000	0.868	0.009
60.210	0.102	0.001	0.899	0.011
60.220	0.111	0.001	0.928	0.012
60.230	0.120	0.001	0.956	0.014
60.240	0.130	0.001	0.982	0.016
60.250	0.140	0.001	1.006	0.018
60.260	0.150	0.001	1.028	0.020
60.270	0.160	0.002	1.049	0.022
60.280	0.171	0.002	1.068	0.025
60.290	0.182	0.002	1.085	0.027
60.300	0.193	0.002	1.101	0.030
60.310	0.204	0.003	1.116	0.033
60.320	0.215	0.003	1.129	0.035
60.330	0.226	0.003	1.141	0.039
60.340	0.238	0.004	1.151	0.042
60.350	0.249	0.004	1.161	0.045
60.360	0.261	0.005	1.169	0.049
60.370	0.273	0.005	1.176	0.053
60.380	0.285	0.006	1.181	0.056
60.390	0.296	0.006	1.186	0.060
60.400	0.308	0.007	1.188	0.064
60.410	0.320	0.008	1.190	0.069
60.420	0.332	0.008	1.189	0.073
60.430	0.344	0.009	1.188	0.078
60.440	0.356	0.010	1.184	0.082
60.450	0.368	0.011	1.179	0.087
60.460	0.379	0.012	1.171	0.092
60.470	0.391	0.013	1.162	0.097
60.480	0.403	0.014	1.150	0.103
60.490	0.414	0.015	1.137	0.108
60.500	0.425	0.016	1.121	0.113
60.510	0.437	0.017	1.104	0.119
60.520	0.447	0.018	1.085	0.125
60.530	0.458	0.019	1.064	0.131
60.540	0.469	0.021	1.042	0.136
60.550	0.479	0.022	1.019	0.142
60.560	0.489	0.024	0.994	0.149
60.570	0.499	0.025	0.967	0.155
