# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.047	0.000
60.020	0.001	0.000	0.094	0.000
60.030	0.002	0.000	0.141	0.000
60.040	0.004	0.000	0.189	0.000
60.050	0.006	0.000	0.236	0.000
60.060	0.008	0.000	0.283	0.000
60.070	0.012	0.000	0.329	0.000
60.080	0.015	0.000	0.375	0.001
60.090	0.019	0.000	0.419	0.001
60.100	0.023	0.000	0.463	0.001
60.110	0.028	0.000	0.506	0.002
60.120	0.034	0.000	0.548	0.002
60.130	0.039	0.000	0.588	0.003
60.140	0.045	0.000	0.627	0.003
60.150	0.052	0.000	0.665	0.004
60.160	0.059	0.000	0.701	0.005
60.170	0.066	0.000	0.737	0.006
60.180	0.073	0.000	0.771	0.007
60.190	0.081	0.000	0.803	0.008
60.200	0.089	0.000	0.834	0.009
60.210	0.098	0.001	0.863	0.010
60.220	0.107	0.001	0.891	0.012
60.230	0.116	0.001	0.917	0.014
60.240	0.125	0.001	0.941	0.015
60.250	0.134	0.001	0.963	0.017
60.260	0.144	0.001	0.984	0.019
60.270	0.154	0.001	1.003	0.021
60.280	0.164	0.002	1.020	0.024
60.290	0.175	0.002	1.035	0.026
60.300	0.185	0.002	1.049	0.029
60.310	0.196	0.003	1.061	0.031
60.320	0.206	0.003	1.073	0.034
60.330	0.217	0.003	1.083	0.037
60.340	0.228	0.004	1.092	0.040
60.350	0.239	0.004	1.101	0.043
60.360	0.250	0.004	1.109	0.047
60.370	0.261	0.005	1.115	0.050
60.380	0.272	0.005	1.121	0.054
60.390	0.283	0.006	1.126	0.058
60.400	0.295	0.007	1.130	0.062
60.410	0.306	0.007	1.132	0.066
60.420	0.317	0.008	1.133	0.070
60.430	0.329	0.009	1.132	0.075
60.440	0.340	0.009	1.130	0.079
60.450	0.351	0.010	1.124	0.084
60.460	0.362	0.011	1.117	0.088
60.470	0.374	0.012	1.107	0.093
60.480	0.385	0.013	1.095	0.098
60.490	0.395	0.014	1.081	0.103
60.500	0.406	0.015	1.064	0.109
60.510	0.417	0.016	1.046	0.114
60.520	0.427	0.017	1.026	0.119
60.530	0.437	0.019	1.004	0.125
60.540	0.447	0.020	0.981	0.131
60.550	0.457	0.021	0.956	0.136
60.560	0.466	0.023	0.930	0.142
60.570	0.476	0.024	0.902	0.148
60.580	0.484	0.026	0.874	0.154
60.590	0.493	0.027	0.844	0.160
60.600	0.501	0.029	0.813	0.166
60.610	0.509	0.030	0.782	0.172
60.620	0.517	0.032	0.750	0.178
60.630	0.524	0.034	0.717	0.184
60.640	0.531	0.036	0.683	0.190
60.650	0.538	0.038	0.649	0.197
60.660	0.544	0.040	0.614	0.203
60.670	0.550	0.042	0.580	0.209
60.680	0.556	0.044	0.545	0.215
60.690	0.561	0.046	0.511	0.221
60.700	0.566	0.048	0.477	0.228
60.710	0.571	0.051	0.443	0.234
60.720	0.575	0.053	0.410	0.240
60.730	0.579	0.055	0.377	0.246
60.740	0.583	0.058	0.343	0.252
60.750	0.586	0.061	0.310	0.258
60.760	0.589	0.063	0.277	0.264
60.770	0.591	0.066	0.244	0.270
60.780	0.594	0.069	0.211	0.275
60.790	0.595	0.071	0.177	0.281
60.800	0.597	0.074	0.144	0.286
60.810	0.598	0.077	0.111	0.292
60.820	0.599	0.080	0.078	0.297
60.830	0.600	0.083	0.045	0.302
60.840	0.600	0.086	0.012	0.308
