# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.091	0.000
60.020	0.002	0.000	0.180	0.000
60.030	0.004	0.000	0.268	0.000
60.040	0.007	0.000	0.355	0.000
60.050	0.011	0.000	0.440	0.000
60.060	0.016	0.000	0.523	0.001
60.070	0.022	0.000	0.604	0.001
60.080	0.028	0.000	0.683	0.001
60.090	0.035	0.000	0.759	0.002
60.100	0.043	0.000	0.833	0.002
60.110	0.052	0.000	0.904	0.003
60.120	0.061	0.000	0.971	0.004
60.130	0.071	0.000	1.036	0.005
60.140	0.082	0.000	1.098	0.006
60.150	0.093	0.000	1.158	0.007
60.160	0.105	0.000	1.214	0.009
60.170	0.118	0.000	1.267	0.010
60.180	0.130	0.001	1.318	0.012
60.190	0.144	0.001	1.365	0.014
60.200	0.158	0.001	1.410	0.016
60.210	0.172	0.001	1.451	0.019
60.220	0.187	0.001	1.490	0.021
60.230	0.202	0.001	1.525	0.024
60.240	0.217	0.002	1.557	0.027
60.250	0.233	0.002	1.586	0.030
60.260	0.249	0.002	1.612	0.034
60.270	0.265	0.003	1.634	0.038
60.280	0.282	0.003	1.654	0.042
60.290	0.298	0.004	1.671	0.046
60.300	0.315	0.004	1.685	0.050
60.310	0.332	0.005	1.697	0.055
60.320	0.349	0.005	1.707	0.059
60.330	0.366	0.006	1.716	0.064
60.340	0.383	0.006	1.722	0.070
60.350	0.401	0.007	1.727	0.075
60.360	0.418	0.008	1.731	0.081
60.370	0.435	0.009	1.733	0.087
60.380	0.453	0.010	1.733	0.093
60.390	0.470	0.011	1.732	0.099
60.400	0.487	0.012	1.730	0.106
60.410	0.504	0.013	1.725	0.112
60.420	0.522	0.014	1.718	0.119
60.430	0.539	0.015	1.709	0.126
60.440	0.556	0.016	1.696	0.134
60.450	0.573	0.018	1.681	0.141
60.460	0.589	0.019	1.662	0.149
60.470	0.606	0.021	1.640	0.157
60.480	0.622	0.022	1.616	0.165
60.490	0.638	0.024	1.588	0.173
60.500	0.654	0.026	1.559	0.181
60.510	0.669	0.028	1.526	0.190
60.520	0.685	0.030	1.492	0.198
60.530	0.699	0.032	1.456	0.207
60.540	0.714	0.034	1.418	0.216
60.550	0.728	0.036	1.379	0.225
60.560	0.741	0.038	1.338	0.234
60.570	0.754	0.041	1.296	0.243
60.580	0.767	0.043	1.253	0.253
60.590	0.779	0.046	1.208	0.262
60.600	0.791	0.048	1.163	0.271
60.610	0.803	0.051	1.117	0.281
60.620	0.814	0.054	1.071	0.290
60.630	0.824	0.057	1.024	0.300
60.640	0.834	0.060	0.977	0.310
60.650	0.844	0.063	0.930	0.319
60.660	0.853	0.066	0.883	0.329
60.670	0.861	0.070	0.836	0.338
60.680	0.869	0.073	0.790	0.348
60.690	0.877	0.077	0.746	0.357
60.700	0.884	0.080	0.702	0.367
60.710	0.891	0.084	0.659	0.376
60.720	0.898	0.088	0.616	0.385
60.730	0.904	0.092	0.574	0.395
60.740	0.909	0.096	0.533	0.404
60.750	0.914	0.100	0.492	0.413
60.760	0.919	0.104	0.451	0.422
60.770	0.923	0.108	0.412	0.431
60.780	0.927	0.113	0.372	0.439
60.790	0.931	0.117	0.333	0.448
60.800	0.934	0.121	0.295	0.456
60.810	0.936	0.126	0.257	0.465
60.820	0.939	0.131	0.220	0.473
